,id,name,street,city,state,zip,phone,lat,lon,website,created_at,updated_at,zone_id,region_id,location_type_id,description,operator_id,date_last_updated,last_updated_by_user_id,is_stern_army,country,ic_active,machine_count,last_updated_by_username,num_machines,location_machine_xrefs,year
29,15191,Eighty-Three Brewery,1201 East Market St,Akron,OH,44305,234-571-1067,41.0663836,-81.482644,http://eighty-threebrewery.com/,2021-02-09 00:49:21.979000+00:00,2025-04-25T07:04:43.030-07:00,,32,62,,,2025-04-25,13862.0,,US,True,5,marvin0025,5,"[{'id': 180262, 'created_at': '2025-04-25T07:05:14.616-07:00', 'updated_at': '2025-04-25T07:05:14.931-07:00', 'location_id': 15191, 'machine_id': 2727, 'ic_enabled': False, 'machine': {'id': 2727, 'name': 'Batman 66 (Premium)', 'updated_at': '2023-09-12T12:06:24.002-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6354', 'year': 2016, 'manufacturer': 'Stern', 'machine_group_id': 59, 'ipdb_id': 6354, 'opdb_id': 'GRoz4-MjBV6', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/batman-66-2016'}}, {'id': 167939, 'created_at': '2024-11-02T14:18:34.402-07:00', 'updated_at': '2024-11-02T14:18:34.727-07:00', 'location_id': 15191, 'machine_id': 3799, 'ic_enabled': True, 'machine': {'id': 3799, 'name': 'JAWS (Pro)', 'updated_at': '2024-02-08T12:19:47.619-08:00', 'ipdb_link': None, 'year': 2024, 'manufacturer': 'Stern', 'machine_group_id': 106, 'ipdb_id': None, 'opdb_id': 'GLWll-MXr4N', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/jaws-2024'}}, {'id': 159225, 'created_at': '2024-06-28T21:19:52.684-07:00', 'updated_at': '2024-06-28T21:19:52.999-07:00', 'location_id': 15191, 'machine_id': 3845, 'ic_enabled': True, 'machine': {'id': 3845, 'name': 'John Wick (Pro)', 'updated_at': '2024-05-18T07:24:16.627-07:00', 'ipdb_link': None, 'year': 2024, 'manufacturer': 'Stern', 'machine_group_id': 115, 'ipdb_id': None, 'opdb_id': 'GQK1P-MW9pj', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/john-wick-2024'}}, {'id': 159226, 'created_at': '2024-06-28T21:20:33.074-07:00', 'updated_at': '2024-06-28T21:20:33.408-07:00', 'location_id': 15191, 'machine_id': 3640, 'ic_enabled': True, 'machine': {'id': 3640, 'name': 'James Bond 007 (Pro)', 'updated_at': '2023-09-14T11:44:15.999-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6896', 'year': 2022, 'manufacturer': 'Stern', 'machine_group_id': 95, 'ipdb_id': 6896, 'opdb_id': 'GQKyP-Mx0O4', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/james-bond-007-2022'}}, {'id': 117123, 'created_at': '2022-09-25T10:59:24.049-07:00', 'updated_at': '2023-05-15T23:00:01.297-07:00', 'location_id': 15191, 'machine_id': 3255, 'ic_enabled': True, 'machine': {'id': 3255, 'name': 'Teenage Mutant Ninja Turtles (Pro)', 'updated_at': '2023-04-18T20:06:23.330-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6730', 'year': 2020, 'manufacturer': 'Stern', 'machine_group_id': 81, 'ipdb_id': 6730, 'opdb_id': 'Gd2Xb-Mq1qv', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/teenage-mutant-ninja-turtles-2020'}}]",2021
30,19271,Fat Head's Brewery,17450 Engle Lake Dr,Middleburg Heights,OH,44130, 216-898-0242,41.3785246,-81.8205292,https://fatheads.com/brewery.html,2023-01-25 16:45:22.894000+00:00,2023-01-25T08:45:22.914-08:00,,32,62,Two machines near the gift shop.,,2023-01-25,,,US,,2,,2,"[{'id': 123498, 'created_at': '2023-01-25T08:45:22.907-08:00', 'updated_at': '2023-01-25T08:45:22.907-08:00', 'location_id': 19271, 'machine_id': 643, 'ic_enabled': None, 'machine': {'id': 643, 'name': 'Attack From Mars', 'updated_at': '2023-09-14T11:44:10.763-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=3781', 'year': 1995, 'manufacturer': 'Bally', 'machine_group_id': 62, 'ipdb_id': 3781, 'opdb_id': 'G4do5-MDlN7', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/attack-from-mars-1995'}}, {'id': 123499, 'created_at': '2023-01-25T08:45:22.929-08:00', 'updated_at': '2023-01-25T08:45:22.929-08:00', 'location_id': 19271, 'machine_id': 2923, 'ic_enabled': None, 'machine': {'id': 2923, 'name': 'Iron Maiden: Legacy of the Beast (Pro)', 'updated_at': '2023-04-18T21:19:21.911-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6555', 'year': 2018, 'manufacturer': 'Stern', 'machine_group_id': 66, 'ipdb_id': 6555, 'opdb_id': 'G4dOQ-MyNbb', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/iron-maiden-legacy-of-the-beast-2018'}}]",2023
31,25959,Finney's Arcade & Parlor,417 Market Ave N,Canton,OH,44702,,40.8009126,-81.3742013,https://www.finneysarcade.com/,2025-04-01 18:42:17.816000+00:00,2025-06-06T07:30:43.411-07:00,,32,3,"Monday
CLOSED
Tuesday
CLOSED
Wednesday
4:00 PM - 9:00 PM
Thursday
4:00 PM - 9:00 PM
Friday
4:00 PM - 10:00 PM
Saturday
2:00 PM - 10:00 PM
Sunday
12:00 PM - 6:00 PM",,2025-06-06,3403.0,,US,True,15,silverballmania,15,"[{'id': 178543, 'created_at': '2025-04-01T11:42:17.837-07:00', 'updated_at': '2025-07-05T14:15:33.442-07:00', 'location_id': 25959, 'machine_id': 4508, 'ic_enabled': True, 'machine': {'id': 4508, 'name': 'The Uncanny X-Men (LE)', 'updated_at': '2024-10-28T12:00:08.308-07:00', 'ipdb_link': None, 'year': 2024, 'manufacturer': 'Stern', 'machine_group_id': 116, 'ipdb_id': None, 'opdb_id': 'G7ZEz-MyN3K-ARl3o', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/the-uncanny-x-men-2024'}}, {'id': 178544, 'created_at': '2025-04-01T11:42:17.849-07:00', 'updated_at': '2025-04-01T11:42:17.849-07:00', 'location_id': 25959, 'machine_id': 3784, 'ic_enabled': None, 'machine': {'id': 3784, 'name': 'Jim Henson’s Labyrinth', 'updated_at': '2023-10-28T10:02:35.085-07:00', 'ipdb_link': None, 'year': 2023, 'manufacturer': 'Barrels of Fun', 'machine_group_id': None, 'ipdb_id': None, 'opdb_id': 'GvBn8-Mz291', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/jim-hensons-labyrinth-2023'}}, {'id': 178545, 'created_at': '2025-04-01T11:42:17.857-07:00', 'updated_at': '2025-04-01T11:42:17.857-07:00', 'location_id': 25959, 'machine_id': 3680, 'ic_enabled': None, 'machine': {'id': 3680, 'name': 'Pulp Fiction (SE)', 'updated_at': '2023-03-13T13:37:50.546-07:00', 'ipdb_link': None, 'year': 2023, 'manufacturer': 'Chicago Gaming', 'machine_group_id': 102, 'ipdb_id': None, 'opdb_id': 'GoEkx-MdEzN-ARJQz', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/pulp-fiction-2023'}}, {'id': 178546, 'created_at': '2025-04-01T11:42:17.867-07:00', 'updated_at': '2025-04-01T11:42:17.867-07:00', 'location_id': 25959, 'machine_id': 3646, 'ic_enabled': None, 'machine': {'id': 3646, 'name': 'Total Nuclear Annihilation (CE)', 'updated_at': '2023-01-17T11:21:08.542-08:00', 'ipdb_link': None, 'year': 2022, 'manufacturer': 'Spooky', 'machine_group_id': 96, 'ipdb_id': None, 'opdb_id': 'GRD79-M0odk-AObBw', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/total-nuclear-annihilation-2017'}}, {'id': 178547, 'created_at': '2025-04-01T11:42:17.877-07:00', 'updated_at': '2025-04-01T11:42:17.877-07:00', 'location_id': 25959, 'machine_id': 687, 'ic_enabled': None, 'machine': {'id': 687, 'name': 'The Addams Family', 'updated_at': '2023-01-17T10:44:22.813-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=20', 'year': 1992, 'manufacturer': 'Bally', 'machine_group_id': 55, 'ipdb_id': 20, 'opdb_id': 'G4ODR-MDXEy', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/the-addams-family-1992'}}, {'id': 178548, 'created_at': '2025-04-01T11:42:17.889-07:00', 'updated_at': '2025-07-05T14:15:22.652-07:00', 'location_id': 25959, 'machine_id': 3675, 'ic_enabled': True, 'machine': {'id': 3675, 'name': 'Foo Fighters (LE)', 'updated_at': '2023-09-12T12:06:25.389-07:00', 'ipdb_link': None, 'year': 2023, 'manufacturer': 'Stern', 'machine_group_id': 99, 'ipdb_id': None, 'opdb_id': 'GpeoL-MkPz1-A944p', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/foo-fighters-2023'}}, {'id': 178549, 'created_at': '2025-04-01T11:42:17.899-07:00', 'updated_at': '2025-04-01T11:42:17.899-07:00', 'location_id': 25959, 'machine_id': 647, 'ic_enabled': None, 'machine': {'id': 647, 'name': 'Creature from the Black Lagoon', 'updated_at': '2023-01-17T10:44:24.792-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=588', 'year': 1992, 'manufacturer': 'Bally', 'machine_group_id': None, 'ipdb_id': 588, 'opdb_id': 'GrNWn-MQdqZ', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/creature-from-the-black-lagoon-1992'}}, {'id': 178550, 'created_at': '2025-04-01T11:42:17.910-07:00', 'updated_at': '2025-04-01T11:42:17.910-07:00', 'location_id': 25959, 'machine_id': 715, 'ic_enabled': None, 'machine': {'id': 715, 'name': 'Congo', 'updated_at': '2023-01-17T10:44:26.361-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=3780', 'year': 1995, 'manufacturer': 'Williams', 'machine_group_id': None, 'ipdb_id': 3780, 'opdb_id': 'GrNd0-MJNW1', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/congo-1995'}}, {'id': 178552, 'created_at': '2025-04-01T11:42:17.933-07:00', 'updated_at': '2025-04-01T11:42:17.933-07:00', 'location_id': 25959, 'machine_id': 3139, 'ic_enabled': None, 'machine': {'id': 3139, 'name': 'Willy Wonka & The Chocolate Factory (LE)', 'updated_at': '2025-07-14T12:00:08.277-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6648', 'year': 2019, 'manufacturer': 'Jersey Jack', 'machine_group_id': 77, 'ipdb_id': 6648, 'opdb_id': 'GYWBZ-MW9B0', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/willy-wonka--the-chocolate-factory-2019'}}, {'id': 178553, 'created_at': '2025-04-01T11:42:17.941-07:00', 'updated_at': '2025-07-05T14:15:38.631-07:00', 'location_id': 25959, 'machine_id': 3643, 'ic_enabled': True, 'machine': {'id': 3643, 'name': 'James Bond 007 (60th Anniversary)', 'updated_at': '2023-09-14T11:44:16.012-07:00', 'ipdb_link': None, 'year': 2022, 'manufacturer': 'Stern', 'machine_group_id': None, 'ipdb_id': None, 'opdb_id': 'Ge1Dy-M9Rrp', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/james-bond-007-60th-anniversary-le-2022'}}, {'id': 178554, 'created_at': '2025-04-01T11:42:17.949-07:00', 'updated_at': '2025-04-01T11:42:17.949-07:00', 'location_id': 25959, 'machine_id': 689, 'ic_enabled': None, 'machine': {'id': 689, 'name': 'White Water', 'updated_at': '2023-01-17T10:44:28.888-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=2768', 'year': 1993, 'manufacturer': 'Williams', 'machine_group_id': None, 'ipdb_id': 2768, 'opdb_id': 'GRQKz-MyNXz', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/white-water-1993'}}, {'id': 178555, 'created_at': '2025-04-01T11:42:17.956-07:00', 'updated_at': '2025-04-01T11:42:17.956-07:00', 'location_id': 25959, 'machine_id': 1134, 'ic_enabled': None, 'machine': {'id': 1134, 'name': 'Touchdown', 'updated_at': '2023-01-17T10:44:22.403-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=2609', 'year': 1967, 'manufacturer': 'Williams', 'machine_group_id': None, 'ipdb_id': 2609, 'opdb_id': 'G4qEl-MQrRE', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/touchdown--kickoff-1967'}}, {'id': 178556, 'created_at': '2025-04-01T11:42:17.965-07:00', 'updated_at': '2025-04-01T11:42:17.965-07:00', 'location_id': 25959, 'machine_id': 3785, 'ic_enabled': None, 'machine': {'id': 3785, 'name': 'Elton John (PE)', 'updated_at': '2025-07-14T12:00:08.772-07:00', 'ipdb_link': None, 'year': 2023, 'manufacturer': 'Jersey Jack', 'machine_group_id': 105, 'ipdb_id': None, 'opdb_id': 'G2LWd-M4o3Y', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/elton-john-2023'}}, {'id': 183737, 'created_at': '2025-06-06T07:30:43.404-07:00', 'updated_at': '2025-06-06T07:30:43.404-07:00', 'location_id': 25959, 'machine_id': 4539, 'ic_enabled': None, 'machine': {'id': 4539, 'name': 'Harry Potter (CE)', 'updated_at': '2025-06-19T09:09:10.768-07:00', 'ipdb_link': None, 'year': 2025, 'manufacturer': 'Jersey Jack', 'machine_group_id': 126, 'ipdb_id': None, 'opdb_id': 'GWyBj-MdEbK-AOPdq', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/harry-potter-2025'}}, {'id': 180685, 'created_at': '2025-04-29T17:04:35.565-07:00', 'updated_at': '2025-04-29T17:04:35.565-07:00', 'location_id': 25959, 'machine_id': 707, 'ic_enabled': None, 'machine': {'id': 707, 'name': 'World Cup Soccer', 'updated_at': '2023-01-17T10:44:25.589-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=2811', 'year': 1994, 'manufacturer': 'Bally', 'machine_group_id': None, 'ipdb_id': 2811, 'opdb_id': 'G42E2-MQP9e', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/world-cup-soccer-1994'}}]",2025
32,26102,Forest City Brewery,2135 Columbus Rd,Cleveland,OH,44113,(216) 228-9116,41.4832518,-81.7001577,https://www.forestcitybrewery.com/,2025-04-17 04:18:40.039000+00:00,2025-04-16T21:18:40.062-07:00,,32,62,,,2025-04-16,35287.0,,US,,1,wombat78,1,"[{'id': 179714, 'created_at': '2025-04-16T21:18:40.057-07:00', 'updated_at': '2025-04-16T21:18:40.057-07:00', 'location_id': 26102, 'machine_id': 688, 'ic_enabled': None, 'machine': {'id': 688, 'name': 'Theatre of Magic', 'updated_at': '2023-01-17T10:44:27.548-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=2845', 'year': 1995, 'manufacturer': 'Bally', 'machine_group_id': None, 'ipdb_id': 2845, 'opdb_id': 'G5BLE-MQ75Y', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/theatre-of-magic-1995'}}]",2025
33,15189,Forest City Shuffleboard Arena & Bar,4506 Lorain Ave,Cleveland,OH,44102,(440) 829-2196,41.4789273,-81.718226,http://forestcityshuffle.com,2021-02-09 00:46:00.589000+00:00,2025-06-12T12:17:23.431-07:00,,32,4,,,2025-06-12,31458.0,,US,True,2,tifire,2,"[{'id': 184271, 'created_at': '2025-06-12T12:17:33.261-07:00', 'updated_at': '2025-06-12T12:17:33.404-07:00', 'location_id': 15189, 'machine_id': 3673, 'ic_enabled': True, 'machine': {'id': 3673, 'name': 'Foo Fighters (Pro)', 'updated_at': '2023-09-12T12:06:24.875-07:00', 'ipdb_link': None, 'year': 2023, 'manufacturer': 'Stern', 'machine_group_id': 99, 'ipdb_id': None, 'opdb_id': 'GpeoL-MyNPq', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/foo-fighters-2023'}}, {'id': 184270, 'created_at': '2025-06-12T12:17:23.422-07:00', 'updated_at': '2025-06-12T12:17:23.648-07:00', 'location_id': 15189, 'machine_id': 3640, 'ic_enabled': True, 'machine': {'id': 3640, 'name': 'James Bond 007 (Pro)', 'updated_at': '2023-09-14T11:44:15.999-07:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6896', 'year': 2022, 'manufacturer': 'Stern', 'machine_group_id': 95, 'ipdb_id': 6896, 'opdb_id': 'GQKyP-Mx0O4', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/james-bond-007-2022'}}]",2021
34,20860,Foundry Social,333 Foundry St,Medina,OH,44256,(330) 333-9000,41.1425076,-81.8734832,http://thefoundrysocial.com/,2023-08-06 20:34:28.354000+00:00,2025-04-19T18:45:01.561-07:00,,32,62,"High Voltage Indoor Carting, Brewery, and Games",,2025-04-19,15352.0,,US,,3,kcoyote,3,"[{'id': 136109, 'created_at': '2023-08-06T13:34:28.382-07:00', 'updated_at': '2023-08-06T13:34:28.382-07:00', 'location_id': 20860, 'machine_id': 693, 'ic_enabled': None, 'machine': {'id': 693, 'name': 'Wheel of Fortune', 'updated_at': '2023-01-17T10:44:22.721-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=5254', 'year': 2007, 'manufacturer': 'Stern', 'machine_group_id': None, 'ipdb_id': 5254, 'opdb_id': 'G417d-MJkXV', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/wheel-of-fortune-2007'}}, {'id': 169930, 'created_at': '2024-12-01T16:08:42.667-08:00', 'updated_at': '2024-12-01T16:08:42.667-08:00', 'location_id': 20860, 'machine_id': 675, 'ic_enabled': None, 'machine': {'id': 675, 'name': 'No Fear: Dangerous Sports', 'updated_at': '2023-01-17T10:44:25.860-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=2852', 'year': 1995, 'manufacturer': 'Williams', 'machine_group_id': None, 'ipdb_id': 2852, 'opdb_id': 'Gr2Y2-MDxZq', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/no-fear-dangerous-sports-1995'}}, {'id': 169931, 'created_at': '2024-12-01T16:08:52.824-08:00', 'updated_at': '2024-12-01T16:08:52.824-08:00', 'location_id': 20860, 'machine_id': 676, 'ic_enabled': None, 'machine': {'id': 676, 'name': 'Pirates of the Caribbean', 'updated_at': '2023-01-17T10:44:27.618-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=5163', 'year': 2006, 'manufacturer': 'Stern', 'machine_group_id': None, 'ipdb_id': 5163, 'opdb_id': 'GR7ZX-MQ23b', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/pirates-of-the-caribbean-2006'}}]",2023
35,9460,Frank & Tony's Place,38107 2nd St,Willoughby,OH,44094,(440) 602-9780,41.640857,-81.4076958,http://frankandtonysplace.com/,2018-01-09 22:59:41.923000+00:00,2023-09-22T14:10:08.199-07:00,,32,30,,,2023-09-22,311.0,,US,,1,macjedi,1,"[{'id': 78212, 'created_at': '2019-12-15T11:02:05.497-08:00', 'updated_at': '2023-09-22T14:11:10.699-07:00', 'location_id': 9460, 'machine_id': 2441, 'ic_enabled': None, 'machine': {'id': 2441, 'name': 'Game of Thrones (Pro)', 'updated_at': '2023-01-17T10:44:28.665-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=6307', 'year': 2015, 'manufacturer': 'Stern', 'machine_group_id': 22, 'ipdb_id': 6307, 'opdb_id': 'G41d5-MKNwX', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/game-of-thrones-2015'}}]",2018
36,16378,Friendship Acres Bar & Grill,2210 Ohio 44,Atwater,OH,44201,330-325-9527,41.048814,-81.2467635,http://friendshipacrescampground.com,2021-10-20 15:55:29.881000+00:00,2022-12-22T12:50:21.316-08:00,,32,14,,,2022-12-22,3403.0,,US,,1,silverballmania,1,"[{'id': 121641, 'created_at': '2022-12-22T12:50:31.206-08:00', 'updated_at': '2022-12-22T12:50:31.206-08:00', 'location_id': 16378, 'machine_id': 720, 'ic_enabled': None, 'machine': {'id': 720, 'name': 'Whirlwind', 'updated_at': '2024-02-17T17:48:40.241-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=2765', 'year': 1990, 'manufacturer': 'Williams', 'machine_group_id': 109, 'ipdb_id': 2765, 'opdb_id': 'GrE7e-MQ9N1', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/whirlwind-1990'}}]",2021
37,17323,Funhouse,1539 West 117th St,Cleveland,OH,44107,(216) 815-5866,41.4796596,-81.768555,http://funhousecleveland.com,2022-04-08 22:12:37.742000+00:00,2025-04-15T17:33:21.624-07:00,,32,4,,,2025-04-15,37912.0,,US,,1,pinion,1,"[{'id': 179576, 'created_at': '2025-04-15T17:33:30.992-07:00', 'updated_at': '2025-04-15T17:36:35.804-07:00', 'location_id': 17323, 'machine_id': 645, 'ic_enabled': None, 'machine': {'id': 645, 'name': 'The Sopranos', 'updated_at': '2023-01-17T10:44:22.338-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=5053', 'year': 2005, 'manufacturer': 'Stern', 'machine_group_id': None, 'ipdb_id': 5053, 'opdb_id': 'G5WoB-MDyNZ', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/the-sopranos-2005'}}]",2022
38,26645,Fun 'n' Stuff,661 Highland Rd,Macedonia,OH,44056,(330) 467-0820,41.2995622,-81.5006738,http://fun-n-stuff.com/,2025-06-17 20:53:35.107000+00:00,2025-06-17T13:53:35.144-07:00,,32,42,,636.0,2025-06-17,11979.0,,US,,1,xtralethal,1,"[{'id': 184706, 'created_at': '2025-06-17T13:53:35.136-07:00', 'updated_at': '2025-06-17T13:53:35.136-07:00', 'location_id': 26645, 'machine_id': 705, 'ic_enabled': None, 'machine': {'id': 705, 'name': 'NASCAR', 'updated_at': '2023-01-17T10:44:26.275-08:00', 'ipdb_link': 'https://www.ipdb.org/machine.cgi?id=5093', 'year': 2005, 'manufacturer': 'Stern', 'machine_group_id': None, 'ipdb_id': 5093, 'opdb_id': 'G5YWX-MQ4VW', 'kineticist_url': 'https://www.kineticist.com/pinball-machines/nascar-2005'}}]",2025
